tweet_id,text,label
113,هذا تغريدة تجريبية رقم 113 باللهجة #تجربة,Syria
114,هذا تغريدة تجريبية رقم 114 باللهجة #تجربة,Saudi_Arabia
115,هذا تغريدة تجريبية رقم 115 باللهجة #تجربة,Jordan
116,هذا تغريدة تجريبية رقم 116 باللهجة #تجربة,Palestine
117,هذا تغريدة تجريبية رقم 117 باللهجة #تجربة,Saudi_Arabia
118,هذا تغريدة تجريبية رقم 118 باللهجة #تجربة,Syria
119,هذا تغريدة تجريبية رقم 119 باللهجة #تجربة,UAE
120,هذا تغريدة تجريبية رقم 120 باللهجة #تجربة,UAE
121,هذا تغريدة تجريبية رقم 121 باللهجة #تجربة,Syria
122,هذا تغريدة تجريبية رقم 122 باللهجة #تجربة,Palestine
123,هذا تغريدة تجريبية رقم 123 باللهجة #تجربة,Saudi_Arabia
124,هذا تغريدة تجريبية رقم 124 باللهجة #تجربة,UAE
125,هذا تغريدة تجريبية رقم 125 باللهجة #تجربة,Syria
126,هذا تغريدة تجريبية رقم 126 باللهجة #تجربة,UAE
127,هذا تغريدة تجريبية رقم 127 باللهجة #تجربة,UAE
128,هذا تغريدة تجريبية رقم 128 باللهجة #تجربة,Lebanon
129,هذا تغريدة تجريبية رقم 129 باللهجة #تجربة,Morocco
130,هذا تغريدة تجريبية رقم 130 باللهجة #تجربة,Syria
131,هذا تغريدة تجريبية رقم 131 باللهجة #تجربة,Jordan
132,هذا تغريدة تجريبية رقم 132 باللهجة #تجربة,Egypt
133,هذا تغريدة تجريبية رقم 133 باللهجة #تجربة,Jordan
134,هذا تغريدة تجريبية رقم 134 باللهجة #تجربة,Syria
135,هذا تغريدة تجريبية رقم 135 باللهجة #تجربة,Lebanon
136,هذا تغريدة تجريبية رقم 136 باللهجة #تجربة,Syria
137,هذا تغريدة تجريبية رقم 137 باللهجة #تجربة,Morocco
138,هذا تغريدة تجريبية رقم 138 باللهجة #تجربة,UAE
139,هذا تغريدة تجريبية رقم 139 باللهجة #تجربة,Syria
140,هذا تغريدة تجريبية رقم 140 باللهجة #تجربة,Syria
141,هذا تغريدة تجريبية رقم 141 باللهجة #تجربة,UAE
142,هذا تغريدة تجريبية رقم 142 باللهجة #تجربة,Jordan
143,هذا تغريدة تجريبية رقم 143 باللهجة #تجربة,Egypt
144,هذا تغريدة تجريبية رقم 144 باللهجة #تجربة,Syria
145,هذا تغريدة تجريبية رقم 145 باللهجة #تجربة,Saudi_Arabia
146,هذا تغريدة تجريبية رقم 146 باللهجة #تجربة,UAE
147,هذا تغريدة تجريبية رقم 147 باللهجة #تجربة,Jordan
148,هذا تغريدة تجريبية رقم 148 باللهجة #تجربة,Jordan
149,هذا تغريدة تجريبية رقم 149 باللهجة #تجربة,Saudi_Arabia
150,هذا تغريدة تجريبية رقم 150 باللهجة #تجربة,Saudi_Arabia
151,هذا تغريدة تجريبية رقم 151 باللهجة #تجربة,Syria
152,هذا تغريدة تجريبية رقم 152 باللهجة #تجربة,UAE
153,هذا تغريدة تجريبية رقم 153 باللهجة #تجربة,Syria
154,هذا تغريدة تجريبية رقم 154 باللهجة #تجربة,Egypt
155,هذا تغريدة تجريبية رقم 155 باللهجة #تجربة,Lebanon
156,هذا تغريدة تجريبية رقم 156 باللهجة #تجربة,UAE
157,هذا تغريدة تجريبية رقم 157 باللهجة #تجربة,Morocco
158,هذا تغريدة تجريبية رقم 158 باللهجة #تجربة,UAE
159,هذا تغريدة تجريبية رقم 159 باللهجة #تجربة,Jordan
160,هذا تغريدة تجريبية رقم 160 باللهجة #تجربة,UAE
161,هذا تغريدة تجريبية رقم 161 باللهجة #تجربة,Saudi_Arabia
162,هذا تغريدة تجريبية رقم 162 باللهجة #تجربة,Egypt
163,هذا تغريدة تجريبية رقم 163 باللهجة #تجربة,Morocco
164,هذا تغريدة تجريبية رقم 164 باللهجة #تجربة,Morocco
165,هذا تغريدة تجريبية رقم 165 باللهجة #تجربة,Jordan
166,هذا تغريدة تجريبية رقم 166 باللهجة #تجربة,Saudi_Arabia
167,هذا تغريدة تجريبية رقم 167 باللهجة #تجربة,UAE
168,هذا تغريدة تجريبية رقم 168 باللهجة #تجربة,Palestine
169,هذا تغريدة تجريبية رقم 169 باللهجة #تجربة,Syria
170,هذا تغريدة تجريبية رقم 170 باللهجة #تجربة,Morocco
171,هذا تغريدة تجريبية رقم 171 باللهجة #تجربة,Saudi_Arabia
172,هذا تغريدة تجريبية رقم 172 باللهجة #تجربة,Egypt
173,هذا تغريدة تجريبية رقم 173 باللهجة #تجربة,Lebanon
174,هذا تغريدة تجريبية رقم 174 باللهجة #تجربة,Jordan
175,هذا تغريدة تجريبية رقم 175 باللهجة #تجربة,Jordan
176,هذا تغريدة تجريبية رقم 176 باللهجة #تجربة,Jordan
177,هذا تغريدة تجريبية رقم 177 باللهجة #تجربة,UAE
178,هذا تغريدة تجريبية رقم 178 باللهجة #تجربة,Palestine
179,هذا تغريدة تجريبية رقم 179 باللهجة #تجربة,Palestine
180,هذا تغريدة تجريبية رقم 180 باللهجة #تجربة,Jordan
181,هذا تغريدة تجريبية رقم 181 باللهجة #تجربة,Syria
182,هذا تغريدة تجريبية رقم 182 باللهجة #تجربة,Morocco
183,هذا تغريدة تجريبية رقم 183 باللهجة #تجربة,Syria
184,هذا تغريدة تجريبية رقم 184 باللهجة #تجربة,Saudi_Arabia
185,هذا تغريدة تجريبية رقم 185 باللهجة #تجربة,Lebanon
186,هذا تغريدة تجريبية رقم 186 باللهجة #تجربة,Palestine
187,هذا تغريدة تجريبية رقم 187 باللهجة #تجربة,Morocco
188,هذا تغريدة تجريبية رقم 188 باللهجة #تجربة,Jordan
189,هذا تغريدة تجريبية رقم 189 باللهجة #تجربة,Morocco
190,هذا تغريدة تجريبية رقم 190 باللهجة #تجربة,Egypt
191,هذا تغريدة تجريبية رقم 191 باللهجة #تجربة,Saudi_Arabia
192,هذا تغريدة تجريبية رقم 192 باللهجة #تجربة,Saudi_Arabia
193,هذا تغريدة تجريبية رقم 193 باللهجة #تجربة,Lebanon
194,هذا تغريدة تجريبية رقم 194 باللهجة #تجربة,Morocco
195,هذا تغريدة تجريبية رقم 195 باللهجة #تجربة,Saudi_Arabia
196,هذا تغريدة تجريبية رقم 196 باللهجة #تجربة,Lebanon
197,هذا تغريدة تجريبية رقم 197 باللهجة #تجربة,Saudi_Arabia
198,هذا تغريدة تجريبية رقم 198 باللهجة #تجربة,Jordan
199,هذا تغريدة تجريبية رقم 199 باللهجة #تجربة,Lebanon
200,هذا تغريدة تجريبية رقم 200 باللهجة #تجربة,Syria
201,هذا تغريدة تجريبية رقم 201 باللهجة #تجربة,Egypt
202,هذا تغريدة تجريبية رقم 202 باللهجة #تجربة,UAE
203,هذا تغريدة تجريبية رقم 203 باللهجة #تجربة,Palestine
204,هذا تغريدة تجريبية رقم 204 باللهجة #تجربة,Saudi_Arabia
205,هذا تغريدة تجريبية رقم 205 باللهجة #تجربة,Jordan
206,هذا تغريدة تجريبية رقم 206 باللهجة #تجربة,Syria
207,هذا تغريدة تجريبية رقم 207 باللهجة #تجربة,UAE
208,هذا تغريدة تجريبية رقم 208 باللهجة #تجربة,Syria
209,هذا تغريدة تجريبية رقم 209 باللهجة #تجربة,Saudi_Arabia
210,هذا تغريدة تجريبية رقم 210 باللهجة #تجربة,Saudi_Arabia
211,هذا تغريدة تجريبية رقم 211 باللهجة #تجربة,Morocco
212,هذا تغريدة تجريبية رقم 212 باللهجة #تجربة,Syria
213,هذا تغريدة تجريبية رقم 213 باللهجة #تجربة,Egypt
214,هذا تغريدة تجريبية رقم 214 باللهجة #تجربة,Egypt
215,هذا تغريدة تجريبية رقم 215 باللهجة #تجربة,Saudi_Arabia
216,هذا تغريدة تجريبية رقم 216 باللهجة #تجربة,UAE
217,هذا تغريدة تجريبية رقم 217 باللهجة #تجربة,Morocco
218,هذا تغريدة تجريبية رقم 218 باللهجة #تجربة,Saudi_Arabia
219,هذا تغريدة تجريبية رقم 219 باللهجة #تجربة,Lebanon
220,هذا تغريدة تجريبية رقم 220 باللهجة #تجربة,Palestine
221,هذا تغريدة تجريبية رقم 221 باللهجة #تجربة,Jordan
222,هذا تغريدة تجريبية رقم 222 باللهجة #تجربة,Palestine
223,هذا تغريدة تجريبية رقم 223 باللهجة #تجربة,Egypt
224,هذا تغريدة تجريبية رقم 224 باللهجة #تجربة,Morocco
225,هذا تغريدة تجريبية رقم 225 باللهجة #تجربة,Saudi_Arabia
226,هذا تغريدة تجريبية رقم 226 باللهجة #تجربة,Palestine
227,هذا تغريدة تجريبية رقم 227 باللهجة #تجربة,Jordan
228,هذا تغريدة تجريبية رقم 228 باللهجة #تجربة,UAE
229,هذا تغريدة تجريبية رقم 229 باللهجة #تجربة,Saudi_Arabia
230,هذا تغريدة تجريبية رقم 230 باللهجة #تجربة,Syria
231,هذا تغريدة تجريبية رقم 231 باللهجة #تجربة,Palestine
232,هذا تغريدة تجريبية رقم 232 باللهجة #تجربة,Jordan
233,هذا تغريدة تجريبية رقم 233 باللهجة #تجربة,Saudi_Arabia
234,هذا تغريدة تجريبية رقم 234 باللهجة #تجربة,Lebanon
235,هذا تغريدة تجريبية رقم 235 باللهجة #تجربة,UAE
236,هذا تغريدة تجريبية رقم 236 باللهجة #تجربة,Syria
237,هذا تغريدة تجريبية رقم 237 باللهجة #تجربة,Syria
238,هذا تغريدة تجريبية رقم 238 باللهجة #تجربة,Saudi_Arabia
239,هذا تغريدة تجريبية رقم 239 باللهجة #تجربة,UAE
240,هذا تغريدة تجريبية رقم 240 باللهجة #تجربة,Lebanon
241,هذا تغريدة تجريبية رقم 241 باللهجة #تجربة,Egypt
242,هذا تغريدة تجريبية رقم 242 باللهجة #تجربة,Morocco
243,هذا تغريدة تجريبية رقم 243 باللهجة #تجربة,Saudi_Arabia
244,هذا تغريدة تجريبية رقم 244 باللهجة #تجربة,Syria
245,هذا تغريدة تجريبية رقم 245 باللهجة #تجربة,Palestine
246,هذا تغريدة تجريبية رقم 246 باللهجة #تجربة,Saudi_Arabia
247,هذا تغريدة تجريبية رقم 247 باللهجة #تجربة,Morocco
248,هذا تغريدة تجريبية رقم 248 باللهجة #تجربة,Jordan
249,هذا تغريدة تجريبية رقم 249 باللهجة #تجربة,UAE
250,هذا تغريدة تجريبية رقم 250 باللهجة #تجربة,Palestine
251,هذا تغريدة تجريبية رقم 251 باللهجة #تجربة,Saudi_Arabia
252,هذا تغريدة تجريبية رقم 252 باللهجة #تجربة,Egypt
253,هذا تغريدة تجريبية رقم 253 باللهجة #تجربة,Jordan
254,هذا تغريدة تجريبية رقم 254 باللهجة #تجربة,UAE
255,هذا تغريدة تجريبية رقم 255 باللهجة #تجربة,UAE
256,هذا تغريدة تجريبية رقم 256 باللهجة #تجربة,Saudi_Arabia
257,هذا تغريدة تجريبية رقم 257 باللهجة #تجربة,Palestine
258,هذا تغريدة تجريبية رقم 258 باللهجة #تجربة,Lebanon
259,هذا تغريدة تجريبية رقم 259 باللهجة #تجربة,Jordan
260,هذا تغريدة تجريبية رقم 260 باللهجة #تجربة,Lebanon
261,هذا تغريدة تجريبية رقم 261 باللهجة #تجربة,Jordan
262,هذا تغريدة تجريبية رقم 262 باللهجة #تجربة,Morocco
263,هذا تغريدة تجريبية رقم 263 باللهجة #تجربة,UAE
264,هذا تغريدة تجريبية رقم 264 باللهجة #تجربة,Syria
265,هذا تغريدة تجريبية رقم 265 باللهجة #تجربة,Morocco
266,هذا تغريدة تجريبية رقم 266 باللهجة #تجربة,Saudi_Arabia
267,هذا تغريدة تجريبية رقم 267 باللهجة #تجربة,Palestine
268,هذا تغريدة تجريبية رقم 268 باللهجة #تجربة,Palestine
269,هذا تغريدة تجريبية رقم 269 باللهجة #تجربة,Lebanon
270,هذا تغريدة تجريبية رقم 270 باللهجة #تجربة,Morocco
271,هذا تغريدة تجريبية رقم 271 باللهجة #تجربة,Morocco
272,هذا تغريدة تجريبية رقم 272 باللهجة #تجربة,Morocco
273,هذا تغريدة تجريبية رقم 273 باللهجة #تجربة,Morocco
274,هذا تغريدة تجريبية رقم 274 باللهجة #تجربة,Lebanon
275,هذا تغريدة تجريبية رقم 275 باللهجة #تجربة,Lebanon
276,هذا تغريدة تجريبية رقم 276 باللهجة #تجربة,Palestine
277,هذا تغريدة تجريبية رقم 277 باللهجة #تجربة,Palestine
278,هذا تغريدة تجريبية رقم 278 باللهجة #تجربة,UAE
279,هذا تغريدة تجريبية رقم 279 باللهجة #تجربة,UAE
280,هذا تغريدة تجريبية رقم 280 باللهجة #تجربة,UAE
281,هذا تغريدة تجريبية رقم 281 باللهجة #تجربة,Palestine
282,هذا تغريدة تجريبية رقم 282 باللهجة #تجربة,Morocco
283,هذا تغريدة تجريبية رقم 283 باللهجة #تجربة,Jordan
284,هذا تغريدة تجريبية رقم 284 باللهجة #تجربة,Lebanon
285,هذا تغريدة تجريبية رقم 285 باللهجة #تجربة,Lebanon
286,هذا تغريدة تجريبية رقم 286 باللهجة #تجربة,Lebanon
287,هذا تغريدة تجريبية رقم 287 باللهجة #تجربة,Saudi_Arabia
288,هذا تغريدة تجريبية رقم 288 باللهجة #تجربة,Syria
289,هذا تغريدة تجريبية رقم 289 باللهجة #تجربة,Morocco
290,هذا تغريدة تجريبية رقم 290 باللهجة #تجربة,Saudi_Arabia
291,هذا تغريدة تجريبية رقم 291 باللهجة #تجربة,UAE
292,هذا تغريدة تجريبية رقم 292 باللهجة #تجربة,Palestine
293,هذا تغريدة تجريبية رقم 293 باللهجة #تجربة,Saudi_Arabia
294,هذا تغريدة تجريبية رقم 294 باللهجة #تجربة,Palestine
295,هذا تغريدة تجريبية رقم 295 باللهجة #تجربة,Palestine
296,هذا تغريدة تجريبية رقم 296 باللهجة #تجربة,UAE
297,هذا تغريدة تجريبية رقم 297 باللهجة #تجربة,Palestine
298,هذا تغريدة تجريبية رقم 298 باللهجة #تجربة,Syria
299,هذا تغريدة تجريبية رقم 299 باللهجة #تجربة,Saudi_Arabia
300,هذا تغريدة تجريبية رقم 300 باللهجة #تجربة,Jordan
301,هذا تغريدة تجريبية رقم 301 باللهجة #تجربة,Palestine
302,هذا تغريدة تجريبية رقم 302 باللهجة #تجربة,UAE
303,هذا تغريدة تجريبية رقم 303 باللهجة #تجربة,Morocco
304,هذا تغريدة تجريبية رقم 304 باللهجة #تجربة,Saudi_Arabia
305,هذا تغريدة تجريبية رقم 305 باللهجة #تجربة,Jordan
306,هذا تغريدة تجريبية رقم 306 باللهجة #تجربة,Syria
307,هذا تغريدة تجريبية رقم 307 باللهجة #تجربة,Lebanon
308,هذا تغريدة تجريبية رقم 308 باللهجة #تجربة,Egypt
309,هذا تغريدة تجريبية رقم 309 باللهجة #تجربة,Lebanon
310,هذا تغريدة تجريبية رقم 310 باللهجة #تجربة,Palestine
311,هذا تغريدة تجريبية رقم 311 باللهجة #تجربة,Saudi_Arabia
312,هذا تغريدة تجريبية رقم 312 باللهجة #تجربة,Jordan
313,هذا تغريدة تجريبية رقم 313 باللهجة #تجربة,Morocco
314,هذا تغريدة تجريبية رقم 314 باللهجة #تجربة,Saudi_Arabia
315,هذا تغريدة تجريبية رقم 315 باللهجة #تجربة,Lebanon
316,هذا تغريدة تجريبية رقم 316 باللهجة #تجربة,Palestine
317,هذا تغريدة تجريبية رقم 317 باللهجة #تجربة,Syria
318,هذا تغريدة تجريبية رقم 318 باللهجة #تجربة,UAE
319,هذا تغريدة تجريبية رقم 319 باللهجة #تجربة,Lebanon
320,هذا تغريدة تجريبية رقم 320 باللهجة #تجربة,Palestine
321,هذا تغريدة تجريبية رقم 321 باللهجة #تجربة,UAE
322,هذا تغريدة تجريبية رقم 322 باللهجة #تجربة,Morocco
323,هذا تغريدة تجريبية رقم 323 باللهجة #تجربة,Lebanon
324,هذا تغريدة تجريبية رقم 324 باللهجة #تجربة,Palestine
325,هذا تغريدة تجريبية رقم 325 باللهجة #تجربة,Lebanon
326,هذا تغريدة تجريبية رقم 326 باللهجة #تجربة,Morocco
327,هذا تغريدة تجريبية رقم 327 باللهجة #تجربة,Jordan
328,هذا تغريدة تجريبية رقم 328 باللهجة #تجربة,UAE
329,هذا تغريدة تجريبية رقم 329 باللهجة #تجربة,UAE
330,هذا تغريدة تجريبية رقم 330 باللهجة #تجربة,Palestine
331,هذا تغريدة تجريبية رقم 331 باللهجة #تجربة,Saudi_Arabia
332,هذا تغريدة تجريبية رقم 332 باللهجة #تجربة,Morocco
333,هذا تغريدة تجريبية رقم 333 باللهجة #تجربة,Lebanon
334,هذا تغريدة تجريبية رقم 334 باللهجة #تجربة,Palestine
335,هذا تغريدة تجريبية رقم 335 باللهجة #تجربة,Saudi_Arabia
336,هذا تغريدة تجريبية رقم 336 باللهجة #تجربة,Egypt
337,هذا تغريدة تجريبية رقم 337 باللهجة #تجربة,Lebanon
338,هذا تغريدة تجريبية رقم 338 باللهجة #تجربة,Syria
339,هذا تغريدة تجريبية رقم 339 باللهجة #تجربة,Jordan
340,هذا تغريدة تجريبية رقم 340 باللهجة #تجربة,Egypt
341,هذا تغريدة تجريبية رقم 341 باللهجة #تجربة,Jordan
342,هذا تغريدة تجريبية رقم 342 باللهجة #تجربة,Jordan
343,هذا تغريدة تجريبية رقم 343 باللهجة #تجربة,UAE
344,هذا تغريدة تجريبية رقم 344 باللهجة #تجربة,Egypt
345,هذا تغريدة تجريبية رقم 345 باللهجة #تجربة,Lebanon
346,هذا تغريدة تجريبية رقم 346 باللهجة #تجربة,Morocco
347,هذا تغريدة تجريبية رقم 347 باللهجة #تجربة,Palestine
348,هذا تغريدة تجريبية رقم 348 باللهجة #تجربة,Lebanon
349,هذا تغريدة تجريبية رقم 349 باللهجة #تجربة,Jordan
350,هذا تغريدة تجريبية رقم 350 باللهجة #تجربة,Saudi_Arabia
351,هذا تغريدة تجريبية رقم 351 باللهجة #تجربة,UAE
352,هذا تغريدة تجريبية رقم 352 باللهجة #تجربة,Palestine
353,هذا تغريدة تجريبية رقم 353 باللهجة #تجربة,Saudi_Arabia
354,هذا تغريدة تجريبية رقم 354 باللهجة #تجربة,Jordan
355,هذا تغريدة تجريبية رقم 355 باللهجة #تجربة,UAE
356,هذا تغريدة تجريبية رقم 356 باللهجة #تجربة,Saudi_Arabia
357,هذا تغريدة تجريبية رقم 357 باللهجة #تجربة,Saudi_Arabia
358,هذا تغريدة تجريبية رقم 358 باللهجة #تجربة,Syria
359,هذا تغريدة تجريبية رقم 359 باللهجة #تجربة,Lebanon
360,هذا تغريدة تجريبية رقم 360 باللهجة #تجربة,Egypt
361,هذا تغريدة تجريبية رقم 361 باللهجة #تجربة,Morocco
362,هذا تغريدة تجريبية رقم 362 باللهجة #تجربة,UAE
363,هذا تغريدة تجريبية رقم 363 باللهجة #تجربة,Palestine
364,هذا تغريدة تجريبية رقم 364 باللهجة #تجربة,UAE
365,هذا تغريدة تجريبية رقم 365 باللهجة #تجربة,Jordan
366,هذا تغريدة تجريبية رقم 366 باللهجة #تجربة,Lebanon
367,هذا تغريدة تجريبية رقم 367 باللهجة #تجربة,Palestine
368,هذا تغريدة تجريبية رقم 368 باللهجة #تجربة,Jordan
369,هذا تغريدة تجريبية رقم 369 باللهجة #تجربة,Saudi_Arabia
370,هذا تغريدة تجريبية رقم 370 باللهجة #تجربة,Saudi_Arabia
